Suburb,Year,pop_est,incidents_recorded,Number of Records,incidents_per_1000_people
HEATHCOTE JUNCTION,2015,840,13,9,15.47619048
HEATHCOTE JUNCTION,2016,839,14,12,16.68653159
HEATHCOTE JUNCTION,2017,838,16,8,19.09307876
HEATHCOTE JUNCTION,2018,837,23,11,27.479092
HEATHCOTE JUNCTION,2019,836,16,10,19.13875598
HEATHCOTE JUNCTION,2020,835,37,17,44.31137725
HEATHERTON,2011,2768,104,24,37.57225434
HEATHERTON,2012,2795,116,27,41.50268336
HEATHERTON,2013,2823,90,24,31.88097768
HEATHERTON,2014,2851,113,25,39.63521571
HEATHERTON,2015,2879,158,29,54.88016672
HEATHERTON,2016,2907,192,34,66.04747162
HEATHERTON,2017,2935,164,29,55.87734242
HEATHERTON,2018,2963,151,30,50.96186298
HEATHERTON,2019,2991,194,28,64.86125042
HEATHERTON,2020,3019,160,26,52.99768135
HEATHMERE,2011,241,4,3,16.59751037
HEATHMERE,2012,240,6,6,25
HEATHMERE,2013,239,5,5,20.92050209
HEATHMERE,2014,238,14,10,58.82352941
HEATHMERE,2015,237,7,6,29.53586498
HEATHMERE,2016,237,5,4,21.09704641
HEATHMERE,2017,237,4,4,16.87763713
HEATHMERE,2018,237,11,9,46.41350211
HEATHMERE,2019,237,5,5,21.09704641
HEATHMERE,2020,237,4,4,16.87763713
HEATHMONT,2011,9250,242,32,26.16216216
HEATHMONT,2012,9337,278,34,29.77401735
HEATHMONT,2013,9425,318,38,33.74005305
HEATHMONT,2014,9512,394,42,41.42136249
HEATHMONT,2015,9600,314,43,32.70833333
HEATHMONT,2016,9688,339,35,34.99174236
HEATHMONT,2017,9776,351,40,35.90425532
HEATHMONT,2018,9864,302,43,30.61638281
HEATHMONT,2019,9952,283,38,28.43649518
HEATHMONT,2020,10040,358,46,35.65737052
HEIDELBERG,2011,5714,984,49,172.2086104
HEIDELBERG,2012,5816,1129,48,194.1196699
HEIDELBERG,2013,5918,1197,51,202.2642785
HEIDELBERG,2014,6020,1495,53,248.3388704
HEIDELBERG,2015,6122,1263,50,206.305129
HEIDELBERG,2016,6225,931,52,149.5582329
HEIDELBERG,2017,6328,1387,52,219.1845765
HEIDELBERG,2018,6431,1489,52,231.5347535
HEIDELBERG,2019,6534,1479,54,226.3544536
HEIDELBERG,2020,6637,1308,52,197.0769926
HEIDELBERG HEIGHTS,2011,6388,345,38,54.00751409
HEIDELBERG HEIGHTS,2012,6327,334,41,52.78963174
HEIDELBERG HEIGHTS,2013,6267,417,39,66.53901388
HEIDELBERG HEIGHTS,2014,6207,398,41,64.12115354
HEIDELBERG HEIGHTS,2015,6147,389,43,63.28290223
HEIDELBERG HEIGHTS,2016,6087,543,43,89.20650567
HEIDELBERG HEIGHTS,2017,6027,502,46,83.29185333
HEIDELBERG HEIGHTS,2018,5967,415,36,69.5491872
HEIDELBERG HEIGHTS,2019,5907,481,46,81.42881327
HEIDELBERG HEIGHTS,2020,5847,576,47,98.51205747
HEIDELBERG WEST,2011,5327,666,47,125.0234654
HEIDELBERG WEST,2012,5370,768,54,143.0167598
HEIDELBERG WEST,2013,5414,702,48,129.6638345
HEIDELBERG WEST,2014,5457,747,50,136.8884002
HEIDELBERG WEST,2015,5501,789,51,143.4284676
HEIDELBERG WEST,2016,5545,865,49,155.9963931
HEIDELBERG WEST,2017,5589,931,46,166.5772052
HEIDELBERG WEST,2018,5633,835,52,148.2336233
HEIDELBERG WEST,2019,5677,810,43,142.6809935
HEIDELBERG WEST,2020,5721,997,54,174.2702325
HEPBURN,2011,459,6,4,13.07189542
HEPBURN,2012,487,10,5,20.5338809
HEPBURN,2013,515,2,2,3.883495146
HEPBURN,2014,543,2,2,3.683241252
HEPBURN,2015,571,7,4,12.2591944
HEPBURN,2016,599,13,9,21.70283806
HEPBURN,2017,627,7,5,11.16427432
HEPBURN,2018,655,8,8,12.21374046
HEPBURN,2019,683,12,8,17.56954612
HEPBURN,2020,711,9,8,12.65822785
HEPBURN SPRINGS,2011,241,20,12,82.98755187
HEPBURN SPRINGS,2012,258,23,9,89.14728682
HEPBURN SPRINGS,2013,276,9,6,32.60869565
HEPBURN SPRINGS,2014,293,15,7,51.19453925
HEPBURN SPRINGS,2015,311,11,6,35.36977492
HEPBURN SPRINGS,2016,329,18,9,54.7112462
HEPBURN SPRINGS,2017,347,17,11,48.99135447
HEPBURN SPRINGS,2018,365,26,14,71.23287671
HEPBURN SPRINGS,2019,383,16,10,41.77545692
HEPBURN SPRINGS,2020,401,7,7,17.4563591
HERNE HILL,2011,3321,97,13,29.20806986
HERNE HILL,2012,3339,110,21,32.94399521
HERNE HILL,2013,3357,125,29,37.23562705
HERNE HILL,2014,3376,120,28,35.5450237
HERNE HILL,2015,3394,134,28,39.48143783
HERNE HILL,2016,3413,213,32,62.40843832
HERNE HILL,2017,3432,145,33,42.24941725
HERNE HILL,2018,3451,113,30,32.74413214
HERNE HILL,2019,3470,133,33,38.32853026
HERNE HILL,2020,3489,163,30,46.71825738
HERNES OAK,2011,424,7,4,16.50943396
HERNES OAK,2012,404,5,5,12.37623762
HERNES OAK,2013,385,9,7,23.37662338
HERNES OAK,2014,365,19,10,52.05479452
HERNES OAK,2015,346,11,8,31.79190751
HERNES OAK,2016,327,14,9,42.81345566
HERNES OAK,2017,308,12,11,38.96103896
HERNES OAK,2018,289,16,9,55.3633218
HERNES OAK,2019,270,17,10,62.96296296
HERNES OAK,2020,251,25,12,99.60159363
HESKET,2011,323,1,1,3.095975232
HESKET,2012,292,6,4,20.54794521
HESKET,2013,261,4,4,15.3256705
HESKET,2014,230,13,8,56.52173913
HESKET,2015,199,6,4,30.15075377
HESKET,2016,168,7,6,41.66666667
HESKET,2017,137,8,7,58.39416058
HESKET,2018,106,4,4,37.73584906
HESKET,2019,75,5,5,66.66666667
HESKET,2020,44,3,2,68.18181818
HEXHAM,2011,123,5,5,40.6504065
HEXHAM,2012,127,8,7,62.99212598
HEXHAM,2013,131,2,2,15.26717557
HEXHAM,2014,135,5,4,37.03703704
HEXHAM,2015,139,4,4,28.77697842
HEXHAM,2016,143,4,4,27.97202797
HEXHAM,2017,147,14,11,95.23809524
HEXHAM,2018,151,6,3,39.73509934
HEXHAM,2019,155,9,8,58.06451613
HEXHAM,2020,159,12,9,75.47169811
HEYFIELD,2011,1937,95,25,49.04491482
HEYFIELD,2012,1948,112,31,57.49486653
HEYFIELD,2013,1959,86,25,43.89994895
HEYFIELD,2014,1970,127,27,64.46700508
HEYFIELD,2015,1981,93,25,46.94598688
HEYFIELD,2016,1993,124,25,62.21776217
HEYFIELD,2017,2005,124,34,61.84538653
HEYFIELD,2018,2017,107,29,53.0490828
HEYFIELD,2019,2029,142,32,69.98521439
HEYFIELD,2020,2041,159,32,77.90298873
HEYWOOD,2011,1725,124,29,71.88405797
HEYWOOD,2012,1725,86,23,49.85507246
HEYWOOD,2013,1725,93,28,53.91304348
HEYWOOD,2014,1725,108,26,62.60869565
HEYWOOD,2015,1725,47,21,27.24637681
HEYWOOD,2016,1726,82,20,47.50869061
HEYWOOD,2017,1727,83,28,48.06022003
HEYWOOD,2018,1728,69,23,39.93055556
HEYWOOD,2019,1729,90,25,52.05320995
HEYWOOD,2020,1730,70,22,40.46242775
HIGHETT,2011,10263,457,66,44.52889019
HIGHETT,2012,10301,677,70,65.72177458
HIGHETT,2013,10339,631,81,61.03104749
HIGHETT,2014,10377,572,78,55.12190421
HIGHETT,2015,10415,570,81,54.7287566
HIGHETT,2016,10454,757,82,72.41247369
HIGHETT,2017,10493,739,88,70.42790432
HIGHETT,2018,10532,772,86,73.30041777
HIGHETT,2019,10571,866,87,81.92224009
HIGHETT,2020,10610,782,83,73.70405278
HIGHLANDS,2011,219,4,4,18.26484018
HIGHLANDS,2013,,3,2,0
HIGHLANDS,2014,,9,8,0
HIGHLANDS,2015,,5,5,0
HIGHLANDS,2017,,2,2,0
HIGHLANDS,2018,,3,3,0
HIGHLANDS,2019,,2,1,0
HIGHLANDS,2020,,2,2,0
HIGHTON,2011,16657,365,29,21.91270937
HIGHTON,2012,17116,435,30,25.41481655
HIGHTON,2013,17575,448,37,25.49075391
HIGHTON,2014,18034,525,40,29.11167794
HIGHTON,2015,18493,455,40,24.60390418
HIGHTON,2016,18953,663,41,34.98126946
HIGHTON,2017,19413,440,42,22.66522433
HIGHTON,2018,19873,446,35,22.44250994
HIGHTON,2019,20333,375,38,18.44292529
HIGHTON,2020,20793,487,42,23.42134372
HILL END,2011,239,5,5,20.92050209
HILL END,2012,224,1,1,4.464285714
HILL END,2013,209,6,4,28.70813397
HILL END,2014,195,1,1,5.128205128
HILL END,2015,180,4,4,22.22222222
HILL END,2016,166,1,1,6.024096386
HILL END,2017,152,9,5,59.21052632
HILL END,2018,138,3,3,21.73913043
HILL END,2019,124,2,2,16.12903226
HILL END,2020,110,4,3,36.36363636
HILLDENE,2011,451,1,1,2.2172949
HILLDENE,2012,430,4,4,9.302325581
HILLDENE,2013,409,6,6,14.66992665
HILLDENE,2014,388,2,2,5.154639175
HILLDENE,2015,367,13,10,35.42234332
HILLDENE,2016,346,10,7,28.9017341
HILLDENE,2017,325,5,3,15.38461538
HILLDENE,2018,304,6,4,19.73684211
HILLDENE,2019,283,9,8,31.80212014
HILLDENE,2020,262,10,6,38.16793893
HMAS CERBERUS,2011,1085,17,10,15.66820276
HMAS CERBERUS,2012,1076,13,8,12.08178439
HMAS CERBERUS,2013,1067,9,8,8.434864105
HMAS CERBERUS,2014,1058,14,8,13.23251418
HMAS CERBERUS,2015,1049,3,3,2.85986654
HMAS CERBERUS,2016,1040,2,2,1.923076923
HMAS CERBERUS,2017,1031,2,2,1.93986421
HMAS CERBERUS,2018,1022,5,5,4.892367906
HMAS CERBERUS,2019,1013,8,3,7.89733465
HMAS CERBERUS,2020,1004,4,4,3.984063745
HODDLES CREEK,2011,609,7,5,11.49425287
HODDLES CREEK,2012,612,7,5,11.4379085
HODDLES CREEK,2013,616,4,4,6.493506494
HODDLES CREEK,2014,619,12,8,19.38610662
HODDLES CREEK,2015,623,12,8,19.26163724
HODDLES CREEK,2016,627,18,11,28.70813397
HODDLES CREEK,2017,631,9,9,14.26307448
HODDLES CREEK,2018,635,15,9,23.62204724
HODDLES CREEK,2019,639,14,9,21.90923318
HODDLES CREEK,2020,643,11,8,17.10730949
HOPETOUN,2011,555,20,8,36.03603604
HOPETOUN,2012,591,14,9,23.68866328
HOPETOUN,2013,628,9,5,14.33121019
HOPETOUN,2014,665,6,6,9.022556391
HOPETOUN,2015,702,19,9,27.06552707
HOPETOUN,2016,739,17,10,23.00405954
HOPETOUN,2017,776,23,14,29.63917526
HOPETOUN,2018,813,25,16,30.7503075
HOPETOUN,2019,850,16,10,18.82352941
HOPETOUN,2020,887,20,12,22.54791432
HOPETOUN PARK,2011,565,10,5,17.69911504
HOPETOUN PARK,2012,611,11,4,18.00327332
HOPETOUN PARK,2013,658,13,9,19.75683891
HOPETOUN PARK,2014,704,10,6,14.20454545
HOPETOUN PARK,2015,751,14,9,18.64181092
HOPETOUN PARK,2016,798,14,9,17.54385965
HOPETOUN PARK,2017,845,45,9,53.25443787
HOPETOUN PARK,2018,892,23,11,25.78475336
HOPETOUN PARK,2019,939,20,10,21.29925453
HOPETOUN PARK,2020,986,24,6,24.34077079
HOPPERS CROSSING,2011,37598,2359,53,62.74269908
HOPPERS CROSSING,2012,37818,2661,57,70.36331905
HOPPERS CROSSING,2013,38039,2478,57,65.14366834
HOPPERS CROSSING,2014,38259,2383,55,62.28599807
HOPPERS CROSSING,2015,38480,2609,59,67.8014553
HOPPERS CROSSING,2016,38701,2565,59,66.27735717
HOPPERS CROSSING,2017,38922,2409,59,61.8930168
HOPPERS CROSSING,2018,39143,2371,58,60.57277163
HOPPERS CROSSING,2019,39364,2429,56,61.70612743
HOPPERS CROSSING,2020,39585,2306,54,58.25438929
HORSHAM,2011,14285,1205,59,84.35421771
HORSHAM,2012,14336,1248,64,87.05357143
HORSHAM,2013,14388,1206,55,83.81984987
HORSHAM,2014,14439,1425,61,98.69104509
HORSHAM,2015,14491,1834,59,126.5613139
HORSHAM,2016,14543,1690,61,116.2071099
HORSHAM,2017,14595,1500,63,102.7749229
HORSHAM,2018,14647,1463,58,99.88393528
HORSHAM,2019,14699,1264,58,85.99224437
HORSHAM,2020,14751,1336,57,90.57013084
HOTHAM HEIGHTS,2013,,1,1,0
HOTHAM HEIGHTS,2018,,1,1,0
HOWQUA HILLS,2012,,1,1,0
HOWQUA HILLS,2015,,2,2,0
HOWQUA HILLS,2016,4,2,1,500
HOWQUA HILLS,2017,,2,1,0
HOWQUA HILLS,2018,,2,2,0
HOWQUA INLET,2011,515,1,1,1.941747573
HOWQUA INLET,2012,,2,1,0
HOWQUA INLET,2014,,2,2,0
HOWQUA INLET,2016,56,1,1,17.85714286
HOWQUA INLET,2017,,6,3,0
HOWQUA INLET,2018,,4,3,0
HOWQUA INLET,2019,,3,2,0
HOWQUA INLET,2020,,17,6,0
HUGHESDALE,2011,7055,190,28,26.93125443
HUGHESDALE,2012,7155,231,29,32.2851153
HUGHESDALE,2013,7255,203,30,27.98070296
HUGHESDALE,2014,7355,263,34,35.75798776
HUGHESDALE,2015,7455,259,30,34.74178404
HUGHESDALE,2016,7556,319,36,42.21810482
HUGHESDALE,2017,7657,280,31,36.56784642
HUGHESDALE,2018,7758,226,31,29.13121939
HUGHESDALE,2019,7859,286,34,36.3913984
HUGHESDALE,2020,7960,279,38,35.05025126
HUMEVALE,2011,370,3,3,8.108108108
HUMEVALE,2012,,14,10,0
HUMEVALE,2013,,11,5,0
HUMEVALE,2014,,7,3,0
HUMEVALE,2015,,11,6,0
HUMEVALE,2016,307,9,7,29.31596091
HUMEVALE,2017,,12,8,0
HUMEVALE,2018,,11,7,0
HUMEVALE,2019,,6,5,0
HUMEVALE,2020,,13,8,0
HUNTER,2011,302,1,1,3.311258278
HUNTER,2012,,1,1,0
HUNTER,2013,,3,3,0
HUNTER,2014,,1,1,0
HUNTER,2018,,1,1,0
HUNTER,2020,,7,3,0
HUNTINGDALE,2011,1784,84,19,47.08520179
HUNTINGDALE,2012,1799,94,20,52.25125069
HUNTINGDALE,2013,1815,111,22,61.15702479
HUNTINGDALE,2014,1830,121,29,66.12021858
HUNTINGDALE,2015,1846,112,28,60.67172264
HUNTINGDALE,2016,1862,154,32,82.70676692
HUNTINGDALE,2017,1878,96,24,51.11821086
HUNTINGDALE,2018,1894,112,27,59.13410771
HUNTINGDALE,2019,1910,108,27,56.54450262
HUNTINGDALE,2020,1926,110,26,57.11318795
HUNTLY,2011,1429,34,17,23.79286214
HUNTLY,2012,1619,41,13,25.32427424
HUNTLY,2013,1809,44,15,24.32283029
HUNTLY,2014,1999,34,14,17.00850425
HUNTLY,2015,2189,62,16,28.32343536
HUNTLY,2016,2379,76,22,31.94619588
HUNTLY,2017,2569,70,25,27.2479564
HUNTLY,2018,2759,93,30,33.70786517
HUNTLY,2019,2949,120,30,40.69175992
HUNTLY,2020,3139,121,26,38.54730806
HUON,2012,,5,3,0
HUON,2014,,2,1,0
HUON,2015,,1,1,0
HUON,2016,219,8,6,36.52968037
HUON,2017,,4,4,0
HUON,2018,,6,6,0
HUON,2019,,6,6,0
HUON,2020,,11,8,0
HUON CREEK,2012,,1,1,0
HUON CREEK,2013,,1,1,0
HUON CREEK,2014,,1,1,0
HUON CREEK,2016,135,1,1,7.407407407
HUON CREEK,2018,,2,1,0
HUON CREEK,2019,,3,2,0
HUON CREEK,2020,,3,2,0
HURSTBRIDGE,2011,3511,105,18,29.90600968
HURSTBRIDGE,2012,3498,94,26,26.87249857
HURSTBRIDGE,2013,3486,96,27,27.53872633
HURSTBRIDGE,2014,3474,91,23,26.19458837
HURSTBRIDGE,2015,3462,101,29,29.17388793
HURSTBRIDGE,2016,3450,141,32,40.86956522
HURSTBRIDGE,2017,3438,110,25,31.99534613
HURSTBRIDGE,2018,3426,108,24,31.52364273
HURSTBRIDGE,2019,3414,111,33,32.51318102
HURSTBRIDGE,2020,3402,82,29,24.10346855
ILLOWA,2011,353,1,1,2.83286119
ILLOWA,2012,343,3,3,8.746355685
ILLOWA,2013,333,1,1,3.003003003
ILLOWA,2014,323,8,5,24.76780186
ILLOWA,2015,313,6,6,19.16932907
ILLOWA,2016,304,7,6,23.02631579
ILLOWA,2017,295,4,4,13.55932203
ILLOWA,2018,286,2,2,6.993006993
ILLOWA,2019,277,6,4,21.66064982
ILLOWA,2020,268,9,7,33.58208955
INDENTED HEAD,2011,921,35,12,38.00217155
INDENTED HEAD,2012,963,34,12,35.30633437
INDENTED HEAD,2013,1005,43,12,42.78606965
INDENTED HEAD,2014,1048,21,11,20.03816794
INDENTED HEAD,2015,1090,38,17,34.86238532
INDENTED HEAD,2016,1133,52,14,45.89585172
INDENTED HEAD,2017,1176,30,14,25.51020408
INDENTED HEAD,2018,1219,34,16,27.89171452
INDENTED HEAD,2019,1262,33,15,26.14896989
INDENTED HEAD,2020,1305,31,15,23.75478927
INDIGO VALLEY,2012,,3,3,0
INDIGO VALLEY,2013,,1,1,0
INDIGO VALLEY,2014,,1,1,0
INDIGO VALLEY,2016,329,5,4,15.19756839
INDIGO VALLEY,2017,,2,1,0
INDIGO VALLEY,2018,,1,1,0
INDIGO VALLEY,2019,,3,3,0
INDIGO VALLEY,2020,,3,3,0
INGLEWOOD,2011,1058,37,16,34.97164461
INGLEWOOD,2012,1017,57,20,56.04719764
INGLEWOOD,2013,976,46,16,47.13114754
INGLEWOOD,2014,936,29,14,30.98290598
INGLEWOOD,2015,895,28,18,31.2849162
INGLEWOOD,2016,855,37,15,43.2748538
INGLEWOOD,2017,815,37,21,45.39877301
INGLEWOOD,2018,775,48,19,61.93548387
INGLEWOOD,2019,735,33,16,44.89795918
INGLEWOOD,2020,695,41,24,58.99280576
INVERGORDON,2011,647,6,5,9.273570325
INVERGORDON,2012,639,11,8,17.2143975
INVERGORDON,2013,632,13,9,20.56962025
INVERGORDON,2014,624,7,7,11.21794872
INVERGORDON,2015,617,19,10,30.79416532
INVERGORDON,2016,610,27,16,44.26229508
INVERGORDON,2017,603,11,9,18.24212272
INVERGORDON,2018,596,14,11,23.48993289
INVERGORDON,2019,589,31,9,52.63157895
INVERGORDON,2020,582,11,8,18.90034364
INVERLEIGH,2011,1182,10,6,8.460236887
INVERLEIGH,2012,1240,20,9,16.12903226
INVERLEIGH,2013,1298,19,9,14.63790447
INVERLEIGH,2014,1357,34,12,25.05526898
INVERLEIGH,2015,1415,22,10,15.54770318
INVERLEIGH,2016,1474,29,13,19.6743555
INVERLEIGH,2017,1533,10,7,6.523157208
INVERLEIGH,2018,1592,21,12,13.19095477
INVERLEIGH,2019,1651,20,14,12.11387038
INVERLEIGH,2020,1710,29,16,16.95906433
INVERLOCH,2011,4960,202,28,40.72580645
INVERLOCH,2012,5055,233,30,46.09297725
INVERLOCH,2013,5150,212,36,41.16504854
INVERLOCH,2014,5246,235,38,44.79603507
INVERLOCH,2015,5341,176,37,32.95263059
INVERLOCH,2016,5437,164,36,30.16369321
INVERLOCH,2017,5533,192,34,34.7008856
INVERLOCH,2018,5629,179,36,31.79960917
INVERLOCH,2019,5725,161,35,28.12227074
INVERLOCH,2020,5821,177,37,30.40714654
INVERMAY,2011,801,15,6,18.72659176
INVERMAY,2012,807,9,5,11.15241636
INVERMAY,2013,814,17,9,20.88452088
INVERMAY,2014,821,14,7,17.05237515
INVERMAY,2015,828,25,9,30.19323671
INVERMAY,2016,835,34,14,40.71856287
INVERMAY,2017,842,30,13,35.62945368
INVERMAY,2018,849,16,7,18.84570082
INVERMAY,2019,856,25,9,29.20560748
INVERMAY,2020,863,17,11,19.69872538
INVERMAY PARK,2011,1880,25,8,13.29787234
INVERMAY PARK,2012,1866,25,10,13.39764202
INVERMAY PARK,2013,1853,28,13,15.11063141
INVERMAY PARK,2014,1840,28,11,15.2173913
INVERMAY PARK,2015,1827,49,16,26.81992337
INVERMAY PARK,2016,1814,77,20,42.44762955
INVERMAY PARK,2017,1801,73,18,40.5330372
INVERMAY PARK,2018,1788,56,21,31.31991051
INVERMAY PARK,2019,1775,63,18,35.49295775
INVERMAY PARK,2020,1762,38,14,21.56640182
IONA,2011,363,6,5,16.52892562
IONA,2012,,8,5,0
IONA,2013,,12,7,0
IONA,2014,,7,7,0
IONA,2016,228,5,4,21.92982456
IONA,2017,,8,4,0
IONA,2018,,14,9,0
IONA,2019,,1,1,0
IONA,2020,,10,7,0
IRONBARK,2011,1080,46,15,42.59259259
IRONBARK,2012,1083,74,20,68.32871653
IRONBARK,2013,1086,53,18,48.80294659
IRONBARK,2014,1089,46,19,42.2405877
IRONBARK,2015,1092,64,20,58.60805861
IRONBARK,2016,1095,87,23,79.45205479
IRONBARK,2017,1098,87,28,79.23497268
IRONBARK,2018,1101,91,26,82.65213442
IRONBARK,2019,1104,119,28,107.7898551
IRONBARK,2020,1107,96,27,86.72086721
IRREWARRA,2011,530,3,2,5.660377358
IRREWARRA,2012,493,6,4,12.1703854
IRREWARRA,2013,456,9,7,19.73684211
IRREWARRA,2014,419,7,4,16.70644391
IRREWARRA,2015,382,13,7,34.03141361
IRREWARRA,2016,345,10,8,28.98550725
IRREWARRA,2017,308,10,7,32.46753247
IRREWARRA,2018,271,8,5,29.5202952
IRREWARRA,2019,234,8,7,34.18803419
IRREWARRA,2020,197,9,9,45.68527919
IRYMPLE,2011,5015,196,31,39.08275174
IRYMPLE,2012,5077,194,31,38.21154225
IRYMPLE,2013,5139,205,31,39.89102938
IRYMPLE,2014,5201,156,31,29.99423188
IRYMPLE,2015,5263,190,33,36.10108303
IRYMPLE,2016,5325,211,37,39.62441315
IRYMPLE,2017,5387,241,40,44.73733061
IRYMPLE,2018,5449,258,37,47.34813727
IRYMPLE,2019,5511,259,36,46.99691526
IRYMPLE,2020,5573,215,37,38.57886237
IVANHOE,2011,11085,459,39,41.40730717
IVANHOE,2012,11302,532,39,47.07131481
IVANHOE,2013,11519,510,42,44.27467662
IVANHOE,2014,11736,697,46,59.38991138
IVANHOE,2015,11953,533,39,44.59131599
IVANHOE,2016,12171,656,41,53.89861145
IVANHOE,2017,12389,802,43,64.73484543
IVANHOE,2018,12607,839,45,66.55032918
IVANHOE,2019,12825,757,37,59.02534113
IVANHOE,2020,13043,639,47,48.99179637
IVANHOE EAST,2011,3762,67,15,17.8096757
IVANHOE EAST,2012,3772,93,19,24.65535525
IVANHOE EAST,2013,3783,86,22,22.73328047
IVANHOE EAST,2014,3793,124,19,32.69180069
IVANHOE EAST,2015,3804,84,21,22.08201893
IVANHOE EAST,2016,3815,110,18,28.83355177
IVANHOE EAST,2017,3826,124,21,32.4098275
IVANHOE EAST,2018,3837,125,21,32.57753453
IVANHOE EAST,2019,3848,105,19,27.28690229
IVANHOE EAST,2020,3859,90,19,23.32210417
JACANA,2011,1940,223,37,114.9484536
JACANA,2012,1977,179,28,90.54122408
JACANA,2013,2015,213,32,105.707196
JACANA,2014,2052,199,35,96.9785575
JACANA,2015,2090,224,38,107.1770335
JACANA,2016,2128,290,44,136.2781955
JACANA,2017,2166,218,33,100.6463527
JACANA,2018,2204,324,41,147.0054446
JACANA,2019,2242,272,35,121.3202498
JACANA,2020,2280,314,35,137.7192982
JACK RIVER,2012,,1,1,0
JACK RIVER,2013,,2,2,0
JACK RIVER,2015,,4,2,0
JACK RIVER,2017,,3,2,0
JACK RIVER,2018,,2,2,0
JACK RIVER,2019,,3,3,0
JACKASS FLAT,2011,301,8,4,26.57807309
JACKASS FLAT,2012,469,13,5,27.71855011
JACKASS FLAT,2013,637,23,12,36.10675039
JACKASS FLAT,2014,805,34,17,42.23602484
JACKASS FLAT,2015,973,35,13,35.97122302
JACKASS FLAT,2016,1141,52,18,45.57405784
JACKASS FLAT,2017,1309,74,21,56.53170359
JACKASS FLAT,2018,1477,50,20,33.85240352
JACKASS FLAT,2019,1645,57,21,34.65045593
JACKASS FLAT,2020,1813,53,16,29.23331495
JAMIESON,2011,384,14,7,36.45833333
JAMIESON,2012,367,5,4,13.6239782
JAMIESON,2013,350,8,2,22.85714286
JAMIESON,2014,334,11,8,32.93413174
JAMIESON,2015,317,13,6,41.00946372
JAMIESON,2016,301,14,12,46.51162791
JAMIESON,2017,285,18,11,63.15789474
JAMIESON,2018,269,14,8,52.04460967
JAMIESON,2019,253,10,7,39.5256917
JAMIESON,2020,237,6,3,25.3164557
JAN JUC,2011,3521,99,20,28.11701221
JAN JUC,2012,3553,105,20,29.55249085
JAN JUC,2013,3585,73,18,20.36262204
JAN JUC,2014,3618,97,19,26.81039248
JAN JUC,2015,3650,89,20,24.38356164
JAN JUC,2016,3683,103,22,27.96633179
JAN JUC,2017,3716,95,20,25.56512379
JAN JUC,2018,3749,46,19,12.26993865
JAN JUC,2019,3782,67,22,17.71549445
JAN JUC,2020,3815,86,28,22.54259502
JANCOURT EAST,2011,288,6,3,20.83333333
JANCOURT EAST,2012,268,6,4,22.3880597
JANCOURT EAST,2013,248,5,4,20.16129032
JANCOURT EAST,2014,228,7,6,30.70175439
JANCOURT EAST,2015,208,3,3,14.42307692
JANCOURT EAST,2016,188,4,4,21.27659574
JANCOURT EAST,2017,168,5,4,29.76190476
JANCOURT EAST,2018,148,6,5,40.54054054
JANCOURT EAST,2019,128,3,3,23.4375
JANCOURT EAST,2020,108,5,4,46.2962963
JEERALANG JUNCTION,2011,532,8,6,15.03759398
JEERALANG JUNCTION,2012,537,4,4,7.448789572
JEERALANG JUNCTION,2013,543,5,4,9.208103131
JEERALANG JUNCTION,2014,548,8,4,14.59854015
JEERALANG JUNCTION,2015,554,6,3,10.83032491
JEERALANG JUNCTION,2016,560,13,10,23.21428571
JEERALANG JUNCTION,2017,566,15,7,26.50176678
JEERALANG JUNCTION,2018,572,18,10,31.46853147
JEERALANG JUNCTION,2019,578,10,6,17.30103806
JEERALANG JUNCTION,2020,584,9,6,15.4109589
JEPARIT,2011,632,17,12,26.89873418
JEPARIT,2012,601,31,16,51.58069884
JEPARIT,2013,570,29,13,50.87719298
JEPARIT,2014,539,18,11,33.39517625
JEPARIT,2015,508,15,11,29.52755906
JEPARIT,2016,477,32,18,67.08595388
JEPARIT,2017,446,35,18,78.47533632
JEPARIT,2018,415,42,20,101.2048193
JEPARIT,2019,384,29,16,75.52083333
JEPARIT,2020,353,27,15,76.48725212
JINDIVICK,2011,522,5,5,9.578544061
JINDIVICK,2012,515,8,5,15.53398058
JINDIVICK,2013,509,11,7,21.61100196
JINDIVICK,2014,503,12,6,23.85685885
JINDIVICK,2015,497,7,5,14.08450704
JINDIVICK,2016,491,19,8,38.69653768
JINDIVICK,2017,485,21,13,43.29896907
JINDIVICK,2018,479,16,12,33.40292276
JINDIVICK,2019,473,21,10,44.397463
JINDIVICK,2020,467,21,10,44.96788009
JOHANNA,2011,202,5,3,24.75247525
JOHANNA,2012,,2,2,0
JOHANNA,2013,,4,2,0
JOHANNA,2014,,3,2,0
JOHANNA,2015,,3,3,0
JOHANNA,2016,63,1,1,15.87301587
JOHANNA,2017,,4,2,0
JOHANNA,2018,,1,1,0
JOHANNA,2020,,5,2,0
JOHNSONVILLE,2011,349,6,4,17.19197708
JOHNSONVILLE,2012,,9,7,0
JOHNSONVILLE,2013,,11,10,0
JOHNSONVILLE,2014,,1,1,0
JOHNSONVILLE,2015,,4,4,0
JOHNSONVILLE,2016,327,5,5,15.29051988
JOHNSONVILLE,2017,,16,9,0
JOHNSONVILLE,2018,,12,12,0
JOHNSONVILLE,2019,,10,8,0
JOHNSONVILLE,2020,,16,12,0
JUNCTION VILLAGE,2011,1159,26,10,22.43313201
JUNCTION VILLAGE,2012,1130,24,10,21.23893805
JUNCTION VILLAGE,2013,1102,20,11,18.14882033
